REQUISITION_NO;LINE_NO;RELEASE_NO;LAST_AUTHORIZED_DATE;WANTED_RECEIPT_DATE;REQUISITIONER_CODE;REQUISITIONER_NAME;NOTE_TEXT;PART_NO;PART_DESCRIPTION;ORIGINAL_QTY;BUY_UNIT_MEAS;FBUY_UNIT_PRICE;SPEC1;SPEC2;SPB_REFERENCE;BUYER_CODE;STATUS
SAL210002423;5;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST166_SAL1;Site - Infrastructure;;171690257;TEE PVC; 2.0;pcs; 5000.0;"3/4""";;;BUYER11_SAL1;Authorized
SAL210002423;4;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST166_SAL1;Site - Infrastructure;;171690028;ELBOW PVC; 3.0;pcs; 5000.0;"3/4""";;;BUYER11_SAL1;Authorized
SAL210002423;3;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST166_SAL1;Site - Infrastructure;;172150264;STOP KRAN; 2.0;pcs; 15000.0;"3/4""";;;BUYER11_SAL1;Authorized
SAL210002423;2;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST166_SAL1;Site - Infrastructure;;172150701;KRAN AIR; 3.0;pcs; 15000.0;"3/4""";;;BUYER11_SAL1;Authorized
SAL210002423;1;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST166_SAL1;Site - Infrastructure;;171450115;WATER FILTER; 1.0;pcs; 1000000.0;WF 2054;;;BUYER11_SAL1;Authorized
SAL210002424;8;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST166_SAL1;Site - Infrastructure;;171690468;SHOCK DRAT DALAM; 2.0;pcs; 5000.0;"3/4""";;;BUYER11_SAL1;Authorized
SAL210002424;7;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST166_SAL1;Site - Infrastructure;;171690628;SHOCK DRAT LUAR PVC; 1.0;pcs; 5000.0;"3/4""";;;BUYER11_SAL1;Authorized
SAL210002424;6;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST166_SAL1;Site - Infrastructure;;171690149;PIPA PVC; 3.0;pcs; 35000.0;"3/4""";;;BUYER11_SAL1;Authorized
SAL210002424;5;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST166_SAL1;Site - Infrastructure;;171690257;TEE PVC; 2.0;pcs; 5000.0;"3/4""";;;BUYER11_SAL1;Authorized
SAL210002424;4;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST166_SAL1;Site - Infrastructure;;171690028;ELBOW PVC; 3.0;pcs; 5000.0;"3/4""";;;BUYER11_SAL1;Authorized
SAL210002424;3;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST166_SAL1;Site - Infrastructure;;172150264;STOP KRAN; 2.0;pcs; 15000.0;"3/4""";;;BUYER11_SAL1;Authorized
SAL210002424;2;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST166_SAL1;Site - Infrastructure;;172150701;KRAN AIR; 3.0;pcs; 15000.0;"3/4""";;;BUYER11_SAL1;Authorized
SAL210002424;1;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST166_SAL1;Site - Infrastructure;;171450115;WATER FILTER; 1.0;pcs; 1000000.0;WF 2054;;;BUYER11_SAL1;Authorized
SAL210002425;8;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST166_SAL1;Site - Infrastructure;;171690468;SHOCK DRAT DALAM; 6.0;pcs; 5000.0;"3/4""";;;BUYER11_SAL1;Authorized
SAL210002425;7;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST166_SAL1;Site - Infrastructure;;171690628;SHOCK DRAT LUAR PVC; 2.0;pcs; 5000.0;"3/4""";;;BUYER11_SAL1;Authorized
SAL210002425;6;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST166_SAL1;Site - Infrastructure;;171690149;PIPA PVC; 6.0;pcs; 35000.0;"3/4""";;;BUYER11_SAL1;Authorized
SAL210002425;5;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST166_SAL1;Site - Infrastructure;;171690257;TEE PVC; 6.0;pcs; 5000.0;"3/4""";;;BUYER11_SAL1;Authorized
SAL210002425;4;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST166_SAL1;Site - Infrastructure;;171690028;ELBOW PVC; 5.0;pcs; 5000.0;"3/4""";;;BUYER11_SAL1;Authorized
SAL210002425;3;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST166_SAL1;Site - Infrastructure;;172150264;STOP KRAN; 6.0;pcs; 15000.0;"3/4""";;;BUYER11_SAL1;Authorized
SAL210002425;2;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST166_SAL1;Site - Infrastructure;;172150701;KRAN AIR; 6.0;pcs; 15000.0;"3/4""";;;BUYER11_SAL1;Authorized
SAL210002425;9;1;2021/08/12 00:00:00.000;2021/08/07 00:00:00.000;ST166_SAL1;Site - Infrastructure;;171690382;LEM PVC; 1.0;can; 15000.0;;;;BUYER11_SAL1;Authorized
TPP210002188;2;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST161_TPP1;Site - Pabrik;;111030128;L P G; 2.0;pcs; 900000.0;-;;102/PBK_TPP/8/2021;BUYER11_TPP1;Authorized
TPP210002188;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST161_TPP1;Site - Pabrik;;111030655;OKSIGEN; 40.0;btl; 80000.0;;;102/PBK_TPP/8/2021;BUYER11_TPP1;Authorized
LTW210002282;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;HO178;HO - Information Technology;;410000053;NETWORKING WIFI (SITE); 1.0;unit; 450000.0;;WIFI DLINK DIR 1253;1049-SPB-SITE-082021;BUYER302_HO;Authorized
PSK210001324;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;HO178;HO - Information Technology;;410000053;NETWORKING WIFI (SITE); 1.0;unit; 450000.0;;WIFI DLINK DIR 1253;1050-SPB-SITE-082021;BUYER302_HO;Authorized
MMG210001132;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;HO178;HO - Information Technology;;410000053;NETWORKING WIFI (SITE); 1.0;unit; 450000.0;;WIFI DLINK DIR 1253;1051-SPB-SITE-082021;BUYER302_HO;Authorized
SRL210001851;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;HO178;HO - Information Technology;;410000053;NETWORKING WIFI (SITE); 1.0;unit; 450000.0;;WIFI DLINK DIR 1253;1052-SPB-SITE-082021;BUYER302_HO;Authorized
STN210001175;2;2;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST153_STN1;Site - Rawat TBM;;700004106;CIRCLE WEEDING MANUAL TBM 2; 3302.0;pkk; 1600.0;;OD005;459/VIII/2021;BUYER11_STN1;Authorized
STN210001175;2;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST153_STN1;Site - Rawat TBM;;700004106;CIRCLE WEEDING MANUAL TBM 2; 3235.0;pkk; 1600.0;;OD003;459/VIII/2021;BUYER11_STN1;Authorized
STN210001175;1;2;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST153_STN1;Site - Rawat TBM;;700003106;CIRCLE WEEDING MANUAL TBM 1; 5254.0;pkk; 1275.0;;OD015;459/VIII/2021;BUYER11_STN1;Authorized
STN210001175;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST153_STN1;Site - Rawat TBM;;700003106;CIRCLE WEEDING MANUAL TBM 1; 4228.0;pkk; 1275.0;;OD007;459/VIII/2021;BUYER11_STN1;Authorized
STN210001176;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST153_STN1;Site - Rawat TBM;;700003106;CIRCLE WEEDING MANUAL TBM 1; 3819.0;pkk; 1275.0;;OD010;460/VIII/2021;BUYER11_STN1;Authorized
STN210001177;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST153_STN1;Site - Rawat TBM;;700001267;APLIKASI TKKS; 489590.0;kg; 53.9;;OD005;461/VIII/2021;BUYER11_STN1;Authorized
SJA210001059;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST173_SJA2;Site - GA;;451000091;LEMARI ES; 1.0;unit; 4000000.0;;;PERIODE AGT 2021;BUYER11_SJA2;Authorized
SLS210002391;2;3;2021/08/12 00:00:00.000;2021/08/20 00:00:00.000;ST161_SLS1;Site - Pabrik;;400023018;MATERIAL SERVICE EQUIPMENT PABRIK; 1.0;lot; 185000.0;;BEARING 6206 ZZ;008/YS/PNW-E/VIII/21;BUYER11_SLS1;Authorized
SLS210002391;2;2;2021/08/12 00:00:00.000;2021/08/20 00:00:00.000;ST161_SLS1;Site - Pabrik;;400023018;MATERIAL SERVICE EQUIPMENT PABRIK; 3.0;lot; 180000.0;;BEARING 6205 ZZ;008/YS/PNW-E/VIII/21;BUYER11_SLS1;Authorized
SLS210002391;2;1;2021/08/12 00:00:00.000;2021/08/20 00:00:00.000;ST161_SLS1;Site - Pabrik;;400023018;MATERIAL SERVICE EQUIPMENT PABRIK; 2.0;lot; 285000.0;;BEARING 6210 ZZ;008/YS/PNW-E/VIII/21;BUYER11_SLS1;Authorized
SLS210002391;1;2;2021/08/12 00:00:00.000;2021/08/20 00:00:00.000;ST161_SLS1;Site - Pabrik;;700024498;JASA GULUNG MOTORAN; 3.0;EA; 720000.0;;MOTOR 4 HP;008/YS/PNW-E/VIII/21;BUYER11_SLS1;Authorized
SLS210002391;1;1;2021/08/12 00:00:00.000;2021/08/20 00:00:00.000;ST161_SLS1;Site - Pabrik;;700024498;JASA GULUNG MOTORAN; 1.0;EA; 4800000.0;;MOTOR 30 HP;008/YS/PNW-E/VIII/21;BUYER11_SLS1;Authorized
SLS210002392;2;1;2021/08/12 00:00:00.000;2021/08/30 00:00:00.000;ST163_SLS1;Site - Workshop Central;;121120032;BESI SIKU; 30.0;pcs; 235000.0;(5 x 50 x 50) mm x 6 m;;122YS/PNW-E/VIII/21;BUYER504_HO;Authorized
SLS210002392;1;1;2021/08/12 00:00:00.000;2021/08/30 00:00:00.000;ST163_SLS1;Site - Workshop Central;;121120396;EXPENDED METAL; 20.0;pcs; 650000.0;4 mm x 4' x 8';;122YS/PNW-E/VIII/21;BUYER504_HO;Authorized
PLB210002413;1;1;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;ST161_PLB2;Site - Pabrik;;700041111;JASA SERVICE; 1.0;unit; 14935000.0;;JASA PERBAIKAN COMPRESOR;PLB2/09;BUYER11_PLB2;Authorized
AAL210001281;2;1;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;HO177;HO - Human Resources;;410001232;PLAKAT PAGUYUBAN MANDIRI TKT AREA; 21.0;pcs; 325000.0;;;;BUYER301_HO;Authorized
AAL210001281;1;1;2021/08/12 00:00:00.000;2021/08/09 00:00:00.000;HO177;HO - Human Resources;;410001229;PLAKAT INNOVAGRO TINGKAT AREA; 96.0;pcs; 325000.0;;;;BUYER301_HO;Authorized
BIM210000964;4;1;2021/08/12 00:00:00.000;2021/06/26 00:00:00.000;ST167_BIM1;Site - Workshop;;171910163;O.RING KIT; 2.0;set; 185000.0;mm;;2021/06/106;BUYER203_HO;Authorized
BIM210000964;3;1;2021/08/12 00:00:00.000;2021/06/26 00:00:00.000;ST167_BIM1;Site - Workshop;;171910162;O.RING KIT; 2.0;set; 185000.0;inch;;2021/06/106;BUYER203_HO;Authorized
BIM210000964;1;1;2021/08/12 00:00:00.000;2021/06/26 00:00:00.000;ST167_BIM1;Site - Workshop;THRBONEEE;171420035;SILICON; 50.0;pcs; 30000.0;-;;2021/06/106;BUYER203_HO;Authorized
SLS210002388;1;1;2021/08/12 00:00:00.000;2021/08/19 00:00:00.000;ST164_SLS1;Site - TBS;;700013135;BONGKAR TBS LUAR; 3900000.0;lot; 12.24;;PER 13-15/8/21;;BUYER11_SLS1;Authorized
SLS210002390;1;1;2021/08/12 00:00:00.000;2021/08/24 00:00:00.000;ST164_SLS1;Site - TBS;;700013135;BONGKAR TBS LUAR; 3000000.0;lot; 12.24;;PER 18-19/8/21;;BUYER11_SLS1;Authorized
BIM210000981;15;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;171170142;ASSY HOLDER REAR; 10.0;pcs; 1290000.0;TC422-13600;;13/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
BIM210000981;14;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;171630214;ASSY HOLDER FRONT; 10.0;pcs; 1791000.0;TC422-1355-0;;13/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
BIM210000981;13;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;171430494;ASSY STARTER; 5.0;pcs; 4300000.0;34070-1680-0;;13/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
BIM210000981;12;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;171430485;ELEMENT FILTER; 40.0;pcs; 170000.0;TC422-4301-2;;13/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
BIM210000981;11;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;171451293;ASSY ELEMENT OUTER; 20.0;pcs; 500000.0;TA040 - 93230;;13/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
BIM210000981;10;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;171451442;ENGINE OIL FILTER; 40.0;pcs; 135000.0;HH164-3243-0;;13/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
BIM210000981;9;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;171430492;FAN; 5.0;pcs; 678800.0;34030-1621-0;;13/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
BIM210000981;8;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;171430491;V-BELT; 10.0;pcs; 71500.0;TC402-9701-0;;13/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
BIM210000981;7;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;171510137;RADIATOR ASSY; 5.0;set; 3247000.0;TC422-1600-2;;13/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
BIM210000981;6;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;171430497;ASSY PLATE PRESSURE; 3.0;pcs; 2895800.0;TC422-1450-0;;13/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
BIM210000981;5;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;171821215;O RING; 40.0;pcs; 15400.0;04817-00220;;13/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
BIM210000981;4;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;171821357;O RING; 40.0;pcs; 12400.0;04817-00120;;13/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
BIM210000981;3;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;171821683;O-RING; 40.0;pcs; 11700.0;04817-00100;;13/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
BIM210000981;2;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;171082253;ASSY FILTER; 20.0;pcs; 315000.0;TC422-8262-0;;13/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
BIM210000981;1;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;171100792;DISC BRAKE MAIN; 20.0;pcs; 459500.0;TD170-2820-0;;13/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
BIM210000981;19;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;171913096;THRUST COLLAR; 10.0;pcs; 81000.0;TC402-5618-0;;13/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
BIM210000981;18;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;171660450;PIN SPRING; 30.0;pcs; 6000.0;05411-00428;;13/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
BIM210000981;17;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;121140084;ASSY TANK REVERSE; 10.0;pcs; 423000.0;TC422-8860-3;;13/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
BIM210000981;16;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;171481246;GASKET; 10.0;pcs; 13000.0;67111-37180;;13/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
BIM210000985;10;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;172190261;ARM PITMAN; 3.0;pcs; 997700.0;TC220-1714-0;;14/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
BIM210000985;9;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;171083800;BOLT; 40.0;pcs; 11800.0;01123-50825;;14/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
BIM210000985;8;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;171300242;COUPLING; 20.0;pcs; 139000.0;TC402-14710;;14/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
BIM210000985;7;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;171230170;DISC CLUTCH; 5.0;pcs; 2698000.0;TC422-2017-2;;14/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
BIM210000985;6;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;171521761;CABLE FLEXIBLE; 10.0;pcs; 225000.0;TC422-34653;;14/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
BIM210000985;5;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;172030181;ASSY STARTER; 3.0;pcs; 4300000.0;34070-16800;;14/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
BIM210000985;4;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;171510137;RADIATOR ASSY; 3.0;set; 3247000.0;TC422-1600-2;;14/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
BIM210000985;3;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;171451293;ASSY ELEMENT OUTER; 20.0;pcs; 502000.0;TA040 - 93230;;14/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
BIM210000985;2;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;172120240;JOINT UNIVERSAL; 10.0;pcs; 1265000.0;TC402-18260;;14/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
BIM210000985;1;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;171083337;BOLT; 40.0;pcs; 43000.0;01033-51630;;14/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
BIM210000985;14;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;171140737;BUSH; 20.0;pcs; 177600.0;08511-07540;;14/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
BIM210000985;13;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;171970211;SLEEVE; 20.0;pcs; 254000.0;TC422-1205-0;;14/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
BIM210000985;12;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;171970212;SLEEVE; 20.0;pcs; 104000.0;TC222-1204-0;;14/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
BIM210000985;11;1;2021/08/12 00:00:00.000;2021/06/28 00:00:00.000;ST167_BIM1;Site - Workshop;;171140963;BUSH; 20.0;pcs; 167900.0;TC222-1367-0;;14/PPBJ/TEK/VI/2021;BUYER203_HO;Authorized
NAL210000952;4;1;2021/08/12 00:00:00.000;2021/08/03 00:00:00.000;ST173_NAL1;Site - GA;;121120197;PROFIL TANK; 2.0;pcs; 1218700.0;1200 LTR;;;BUYER201_HO;Authorized
NAL210000952;3;1;2021/08/12 00:00:00.000;2021/08/03 00:00:00.000;ST173_NAL1;Site - GA;;121120472;PROFIL TANK; 1.0;pcs; 2463900.0;2200 LITER;;;BUYER201_HO;Authorized
SDI210001937;4;1;2021/08/12 00:00:00.000;2021/08/03 00:00:00.000;ST166_SDI1;Site - Infrastructure;;171160484;CARRIER ASSY SPARE WHEEL; 1.0;pcs; 854548.0;51900-OW020;;;BUYER11_SDI1;Authorized
TPP210002152;3;2;2021/08/12 00:00:00.000;2021/09/04 00:00:00.000;ST161_TPP1;Site - Pabrik;;700026157;JASA SERVICE AC; 6.0;unit; 200000.0;;;100/PBK-TPP/8/2021;BUYER11_TPP1;Authorized
TPP210002152;3;1;2021/08/12 00:00:00.000;2021/09/04 00:00:00.000;ST161_TPP1;Site - Pabrik;;700026157;JASA SERVICE AC; 14.0;unit; 150000.0;;;100/PBK-TPP/8/2021;BUYER11_TPP1;Authorized
TPP210002152;2;1;2021/08/12 00:00:00.000;2021/09/04 00:00:00.000;ST161_TPP1;Site - Pabrik;;700024353;JASA KONTRAK POTONG RUMPUT; 500.0;lot; 20000.0;;;100/PBK-TPP/8/2021;BUYER11_TPP1;Authorized
TPP210002152;1;1;2021/08/12 00:00:00.000;2021/09/04 00:00:00.000;ST161_TPP1;Site - Pabrik;;700023261;JASA CLEANING SERVICE (PABRIK); 25.0;lot; 1650000.0;;;100/PBK-TPP/8/2021;BUYER11_TPP1;Authorized
TPP210002153;1;1;2021/08/12 00:00:00.000;2021/09/04 00:00:00.000;ST161_TPP1;Site - Pabrik;;700020103;JASA SORTASI TBS; 15000000.0;kg; 4.125;;;101/PBK-TPP/8/2021;BUYER11_TPP1;Authorized
TPP210002155;2;1;2021/08/12 00:00:00.000;2021/08/04 00:00:00.000;ST161_TPP1;Site - Pabrik;;700041111;JASA SERVICE; 1.0;unit; 33000000.0;;UPAH KERJA COMISIONING+ KOMSUMSI + TRANSPORT;70/PBK-TPP/8/2021;BUYER504_HO;Authorized
TPP210002155;1;1;2021/08/12 00:00:00.000;2021/08/04 00:00:00.000;ST161_TPP1;Site - Pabrik;;400023018;MATERIAL SERVICE EQUIPMENT PABRIK; 1.0;lot; 94500000.0;;PERBAIKAN DRAFT CONTROL BOILER;70/PBK-TPP/8/2021;BUYER504_HO;Authorized
AAL210001286;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;HO178;HO - Information Technology;;410000541;NETWORKING WIFI (HO); 3.0;unit; 450000.0;;WIFI DLINK DIR 1253;1040-SPB-SITE-082021;BUYER302_HO;Authorized
KTS210001186;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;HO178;HO - Information Technology;;410000053;NETWORKING WIFI (SITE); 2.0;unit; 450000.0;;WIFI DLINK DIR 1253;1041-SPB-SITE-082021;BUYER302_HO;Authorized
EDI210001824;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;HO178;HO - Information Technology;;410000053;NETWORKING WIFI (SITE); 2.0;unit; 450000.0;;WIFI DLINK DIR 1253;1042-SPB-SITE-082021;BUYER302_HO;Authorized
SDI210002016;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;HO178;HO - Information Technology;;410000053;NETWORKING WIFI (SITE); 2.0;unit; 450000.0;;WIFI DLINK DIR 1253;1043-SPB-SITE-082021;BUYER302_HO;Authorized
WKP210001282;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;HO178;HO - Information Technology;;410000053;NETWORKING WIFI (SITE); 1.0;unit; 450000.0;;WIFI DLINK DIR 1253;1044-SPB-SITE-082021;BUYER302_HO;Authorized
STN210001174;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;HO178;HO - Information Technology;;410000053;NETWORKING WIFI (SITE); 1.0;unit; 450000.0;;WIFI DLINK DIR 1253;1045-SPB-SITE-082021;BUYER302_HO;Authorized
BIM210001197;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;HO178;HO - Information Technology;;410000053;NETWORKING WIFI (SITE); 3.0;unit; 450000.0;;WIFI DLINK DIR 1253;1046-SPB-SITE-082021;BUYER302_HO;Authorized
SAP210000531;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;HO178;HO - Information Technology;;410000053;NETWORKING WIFI (SITE); 1.0;unit; 450000.0;;WIFI DLINK DIR 1253;1047-SPB-SITE-082021;BUYER302_HO;Authorized
LTT210001292;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;HO178;HO - Information Technology;;410000053;NETWORKING WIFI (SITE); 2.0;unit; 450000.0;;WIFI DLINK DIR 1253;1048-SPB-SITE-082021;BUYER302_HO;Authorized
SDI210002019;1;1;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST161_SDI1;Site - Pabrik;KITZ;172150309;BALL VALVE; 10.0;pcs; 410000.0;"1"" / KUNINGAN";;SDI/ST/PAB/0425/2021;BUYER506_HO;Authorized
SLS210002158;2;1;2021/08/12 00:00:00.000;2021/08/30 00:00:00.000;ST161_SLS2;Site - Pabrik;;121120133;SHAFT SOLID; 1.0;pcs; 4370800.0;"3"" x 6 m";;193/PAB-SLS2/VII/21;BUYER504_HO;Authorized
TBM210001133;2;1;2021/08/12 00:00:00.000;2021/06/23 00:00:00.000;ST174_TBM1;Site - WMS;;111034254;SPIDOL PERMANEN HITAM; 50.0;pcs; 6200.0;;;;BUYER11_TBM1;Authorized
TBM210001133;1;1;2021/08/12 00:00:00.000;2021/06/23 00:00:00.000;ST174_TBM1;Site - WMS;;171690350;PIPA PVC; 153.0;pcs; 23300.0;"½""";;;BUYER11_TBM1;Authorized
TBM210001134;1;1;2021/08/12 00:00:00.000;2021/06/23 00:00:00.000;ST174_TBM1;Site - WMS;;171690317;PIPA PVC; 37.0;pcs; 250000.0;"3""";;;BUYER11_TBM1;Authorized
TBM210001135;1;1;2021/08/12 00:00:00.000;2021/07/07 00:00:00.000;ST174_TBM1;Site - WMS;;171692247;DOP PIPA PVC; 396.0;pcs; 25000.0;3 INC;;;BUYER11_TBM1;Authorized
SYM210000409;1;4;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST154_SYM1;Site - Rawat TM;;700011111;PRUNING TM; 36.39;ha; 547599.5;;OB033;46/SYM/PROD/2021;BUYER11_SDI1;Authorized
SYM210000409;1;3;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST154_SYM1;Site - Rawat TM;;700011111;PRUNING TM; 30.0;ha; 503500.05;;OB028;46/SYM/PROD/2021;BUYER11_SDI1;Authorized
SYM210000409;1;2;2021/08/12 00:00:00.000;2021/08/10 00:00:00.000;ST154_SYM1;Site - Rawat TM;;700011111;PRUNING TM; 25.2;ha; 583677.31;;OB003;46/SYM/PROD/2021;BUYER11_SDI1;Authorized
